duration,start_date,start_year,start_month,start_hour,weekday,start_city,end_city,subscription_type
1.05,2013-08-29 14:13:00,2013,8,14,3,San Francisco,San Francisco,Subscriber
1.1666666666666667,2013-08-29 14:42:00,2013,8,14,3,San Jose,San Jose,Subscriber
1.1833333333333333,2013-08-29 10:16:00,2013,8,10,3,Mountain View,Mountain View,Subscriber
1.2833333333333334,2013-08-29 11:29:00,2013,8,11,3,San Jose,San Jose,Subscriber
1.3833333333333333,2013-08-29 12:02:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
1.7166666666666666,2013-08-29 18:54:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
1.8166666666666667,2013-08-29 13:25:00,2013,8,13,3,San Jose,San Jose,Subscriber
1.85,2013-08-29 14:02:00,2013,8,14,3,San Jose,San Jose,Subscriber
1.8833333333333333,2013-08-29 17:01:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
1.9,2013-08-29 11:33:00,2013,8,11,3,San Jose,San Jose,Subscriber
2.0833333333333335,2013-08-29 13:52:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
2.1,2013-08-29 13:23:00,2013,8,13,3,San Jose,San Jose,Subscriber
2.15,2013-08-29 19:32:00,2013,8,19,3,Mountain View,Mountain View,Subscriber
2.1666666666666665,2013-08-29 13:57:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
2.2333333333333334,2013-08-29 12:31:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
2.3,2013-08-29 16:57:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
2.35,2013-08-29 11:25:00,2013,8,11,3,San Jose,San Jose,Subscriber
2.3666666666666667,2013-08-29 12:11:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
2.3666666666666667,2013-08-29 22:21:00,2013,8,22,3,San Francisco,San Francisco,Subscriber
2.4,2013-08-29 22:06:00,2013,8,22,3,San Francisco,San Francisco,Subscriber
2.433333333333333,2013-08-29 19:42:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
2.466666666666667,2013-08-29 12:45:00,2013,8,12,3,Redwood City,Redwood City,Subscriber
2.5166666666666666,2013-08-29 11:40:00,2013,8,11,3,San Francisco,San Francisco,Subscriber
2.6666666666666665,2013-08-29 22:12:00,2013,8,22,3,San Francisco,San Francisco,Subscriber
2.683333333333333,2013-08-29 10:56:00,2013,8,10,3,San Francisco,San Francisco,Customer
2.716666666666667,2013-08-29 13:53:00,2013,8,13,3,San Jose,San Jose,Subscriber
2.75,2013-08-29 13:43:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
2.7666666666666666,2013-08-29 13:31:00,2013,8,13,3,San Jose,San Jose,Subscriber
2.8,2013-08-29 21:43:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
2.816666666666667,2013-08-29 18:45:00,2013,8,18,3,Redwood City,Redwood City,Subscriber
2.8833333333333333,2013-08-29 11:45:00,2013,8,11,3,San Francisco,San Francisco,Customer
2.8833333333333333,2013-08-29 12:27:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
2.9,2013-08-29 09:08:00,2013,8,9,3,San Francisco,San Francisco,Subscriber
2.9166666666666665,2013-08-29 15:02:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
2.966666666666667,2013-08-29 09:42:00,2013,8,9,3,San Francisco,San Francisco,Subscriber
3.05,2013-08-29 22:08:00,2013,8,22,3,San Francisco,San Francisco,Subscriber
3.066666666666667,2013-08-29 16:27:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
3.1,2013-08-29 15:11:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
3.1,2013-08-29 17:30:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
3.1333333333333333,2013-08-29 16:27:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
3.1333333333333333,2013-08-29 17:22:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
3.1333333333333333,2013-08-29 19:06:00,2013,8,19,3,San Francisco,San Francisco,Customer
3.15,2013-08-29 12:39:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
3.183333333333333,2013-08-29 14:38:00,2013,8,14,3,San Jose,San Jose,Subscriber
3.216666666666667,2013-08-29 16:15:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
3.283333333333333,2013-08-29 17:48:00,2013,8,17,3,Palo Alto,Palo Alto,Subscriber
3.4,2013-08-29 16:15:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
3.45,2013-08-29 17:38:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
3.4833333333333334,2013-08-29 17:57:00,2013,8,17,3,San Francisco,San Francisco,Customer
3.5,2013-08-29 13:28:00,2013,8,13,3,San Jose,San Jose,Subscriber
3.5166666666666666,2013-08-29 15:17:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
3.566666666666667,2013-08-29 17:57:00,2013,8,17,3,San Francisco,San Francisco,Customer
3.566666666666667,2013-08-29 19:54:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
3.5833333333333335,2013-08-29 13:08:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
3.6,2013-08-29 21:45:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
3.6333333333333333,2013-08-29 09:38:00,2013,8,9,3,Mountain View,Mountain View,Subscriber
3.65,2013-08-29 12:13:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
3.7,2013-08-29 12:39:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
3.716666666666667,2013-08-29 12:40:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
3.75,2013-08-29 13:11:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
3.8,2013-08-29 17:05:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
3.933333333333333,2013-08-29 20:00:00,2013,8,20,3,San Francisco,San Francisco,Customer
3.933333333333333,2013-08-29 20:01:00,2013,8,20,3,San Francisco,San Francisco,Subscriber
3.95,2013-08-29 13:58:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
3.9833333333333334,2013-08-29 14:30:00,2013,8,14,3,San Francisco,San Francisco,Subscriber
3.9833333333333334,2013-08-29 15:48:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
4.0,2013-08-29 16:21:00,2013,8,16,3,San Jose,San Jose,Subscriber
4.0,2013-08-29 16:56:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
4.016666666666667,2013-08-29 12:07:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
4.033333333333333,2013-08-29 13:58:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
4.033333333333333,2013-08-29 18:10:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
4.05,2013-08-29 15:39:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
4.066666666666666,2013-08-29 15:39:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
4.083333333333333,2013-08-29 12:56:00,2013,8,12,3,San Francisco,San Francisco,Customer
4.083333333333333,2013-08-29 23:12:00,2013,8,23,3,San Francisco,San Francisco,Customer
4.2,2013-08-29 12:13:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
4.233333333333333,2013-08-29 12:50:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
4.316666666666666,2013-08-29 18:38:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
4.366666666666666,2013-08-29 13:29:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
4.366666666666666,2013-08-29 14:17:00,2013,8,14,3,San Francisco,San Francisco,Subscriber
4.416666666666667,2013-08-29 14:31:00,2013,8,14,3,San Francisco,San Francisco,Customer
4.416666666666667,2013-08-29 17:24:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
4.433333333333334,2013-08-29 18:06:00,2013,8,18,3,San Francisco,San Francisco,Customer
4.45,2013-08-29 16:51:00,2013,8,16,3,Mountain View,Mountain View,Customer
4.45,2013-08-29 17:19:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
4.483333333333333,2013-08-29 20:09:00,2013,8,20,3,San Francisco,San Francisco,Subscriber
4.55,2013-08-29 15:59:00,2013,8,15,3,San Francisco,San Francisco,Customer
4.616666666666666,2013-08-29 18:28:00,2013,8,18,3,Palo Alto,Palo Alto,Customer
4.633333333333334,2013-08-29 11:03:00,2013,8,11,3,San Francisco,San Francisco,Subscriber
4.733333333333333,2013-08-29 12:55:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
4.733333333333333,2013-08-29 21:10:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
4.783333333333333,2013-08-29 09:41:00,2013,8,9,3,Mountain View,Mountain View,Customer
4.8,2013-08-29 14:31:00,2013,8,14,3,San Francisco,San Francisco,Customer
4.816666666666666,2013-08-29 12:27:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
4.85,2013-08-29 14:33:00,2013,8,14,3,San Jose,San Jose,Subscriber
4.866666666666666,2013-08-29 19:18:00,2013,8,19,3,San Francisco,San Francisco,Customer
4.883333333333334,2013-08-29 17:41:00,2013,8,17,3,Palo Alto,Palo Alto,Subscriber
4.966666666666667,2013-08-29 13:01:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
4.966666666666667,2013-08-29 13:57:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
4.966666666666667,2013-08-29 15:30:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
5.083333333333333,2013-08-29 17:22:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
5.116666666666666,2013-08-29 12:12:00,2013,8,12,3,Palo Alto,Palo Alto,Subscriber
5.15,2013-08-29 11:53:00,2013,8,11,3,San Francisco,San Francisco,Subscriber
5.15,2013-08-29 11:58:00,2013,8,11,3,San Francisco,San Francisco,Customer
5.15,2013-08-29 18:09:00,2013,8,18,3,San Francisco,San Francisco,Customer
5.25,2013-08-29 17:05:00,2013,8,17,3,Redwood City,Redwood City,Subscriber
5.266666666666667,2013-08-29 18:06:00,2013,8,18,3,San Francisco,San Francisco,Customer
5.3,2013-08-29 21:53:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
5.316666666666666,2013-08-29 16:52:00,2013,8,16,3,San Francisco,San Francisco,Customer
5.333333333333333,2013-08-29 12:27:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
5.383333333333334,2013-08-29 12:34:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
5.383333333333334,2013-08-29 14:34:00,2013,8,14,3,San Francisco,San Francisco,Customer
5.383333333333334,2013-08-29 22:50:00,2013,8,22,3,San Francisco,San Francisco,Subscriber
5.4,2013-08-29 13:01:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
5.45,2013-08-29 16:32:00,2013,8,16,3,San Jose,San Jose,Subscriber
5.45,2013-08-29 17:53:00,2013,8,17,3,Palo Alto,Palo Alto,Subscriber
5.533333333333333,2013-08-29 14:55:00,2013,8,14,3,San Francisco,San Francisco,Subscriber
5.583333333333333,2013-08-29 14:14:00,2013,8,14,3,San Francisco,San Francisco,Subscriber
5.583333333333333,2013-08-29 15:19:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
5.6,2013-08-29 17:26:00,2013,8,17,3,San Jose,San Jose,Subscriber
5.616666666666666,2013-08-29 16:23:00,2013,8,16,3,San Francisco,San Francisco,Customer
5.616666666666666,2013-08-29 19:05:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
5.666666666666667,2013-08-29 13:05:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
5.666666666666667,2013-08-29 15:26:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
5.7,2013-08-29 16:57:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
5.716666666666667,2013-08-29 12:34:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
5.716666666666667,2013-08-29 17:37:00,2013,8,17,3,San Jose,San Jose,Subscriber
5.766666666666667,2013-08-29 12:03:00,2013,8,12,3,San Francisco,San Francisco,Customer
5.766666666666667,2013-08-29 19:35:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
5.783333333333333,2013-08-29 18:13:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
5.8,2013-08-29 21:47:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
5.85,2013-08-29 14:06:00,2013,8,14,3,San Francisco,San Francisco,Subscriber
5.883333333333334,2013-08-29 11:52:00,2013,8,11,3,San Francisco,San Francisco,Subscriber
5.916666666666667,2013-08-29 12:39:00,2013,8,12,3,Redwood City,Redwood City,Subscriber
5.916666666666667,2013-08-29 15:32:00,2013,8,15,3,San Francisco,San Francisco,Customer
6.0,2013-08-29 16:52:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
6.0,2013-08-29 19:15:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
6.016666666666667,2013-08-29 17:13:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
6.033333333333333,2013-08-29 16:37:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
6.033333333333333,2013-08-29 17:14:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
6.05,2013-08-29 13:00:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
6.05,2013-08-29 20:33:00,2013,8,20,3,San Jose,San Jose,Customer
6.15,2013-08-29 12:06:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
6.15,2013-08-29 16:05:00,2013,8,16,3,San Francisco,San Francisco,Customer
6.15,2013-08-29 16:12:00,2013,8,16,3,San Francisco,San Francisco,Customer
6.166666666666667,2013-08-29 18:08:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
6.183333333333334,2013-08-29 15:32:00,2013,8,15,3,San Francisco,San Francisco,Customer
6.233333333333333,2013-08-29 19:57:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
6.25,2013-08-29 13:19:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
6.25,2013-08-29 16:24:00,2013,8,16,3,San Francisco,San Francisco,Customer
6.266666666666667,2013-08-29 13:39:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
6.266666666666667,2013-08-29 14:46:00,2013,8,14,3,San Jose,San Jose,Subscriber
6.3,2013-08-29 11:06:00,2013,8,11,3,San Jose,San Jose,Subscriber
6.3,2013-08-29 16:36:00,2013,8,16,3,San Francisco,San Francisco,Customer
6.3,2013-08-29 18:12:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
6.316666666666666,2013-08-29 13:34:00,2013,8,13,3,San Jose,San Jose,Subscriber
6.333333333333333,2013-08-29 12:53:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
6.333333333333333,2013-08-29 16:12:00,2013,8,16,3,San Francisco,San Francisco,Customer
6.4,2013-08-29 12:55:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
6.416666666666667,2013-08-29 12:41:00,2013,8,12,3,San Francisco,San Francisco,Customer
6.45,2013-08-29 19:21:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
6.45,2013-08-29 22:35:00,2013,8,22,3,San Jose,San Jose,Subscriber
6.466666666666667,2013-08-29 16:34:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
6.483333333333333,2013-08-29 12:15:00,2013,8,12,3,San Jose,San Jose,Subscriber
6.5,2013-08-29 22:15:00,2013,8,22,3,San Francisco,San Francisco,Subscriber
6.533333333333333,2013-08-29 22:53:00,2013,8,22,3,San Francisco,San Francisco,Customer
6.55,2013-08-29 12:44:00,2013,8,12,3,San Francisco,San Francisco,Customer
6.6,2013-08-29 21:01:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
6.633333333333334,2013-08-29 12:12:00,2013,8,12,3,San Francisco,San Francisco,Customer
6.633333333333334,2013-08-29 12:30:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
6.65,2013-08-29 19:41:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
6.7,2013-08-29 21:27:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
6.733333333333333,2013-08-29 19:36:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
6.75,2013-08-29 13:05:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
6.75,2013-08-29 18:10:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
6.75,2013-08-29 19:58:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
6.766666666666667,2013-08-29 16:57:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
6.833333333333333,2013-08-29 19:57:00,2013,8,19,3,San Francisco,San Francisco,Customer
6.866666666666666,2013-08-29 14:56:00,2013,8,14,3,San Jose,San Jose,Customer
6.866666666666666,2013-08-29 16:45:00,2013,8,16,3,San Jose,San Jose,Subscriber
6.866666666666666,2013-08-29 18:37:00,2013,8,18,3,Palo Alto,Palo Alto,Customer
6.883333333333334,2013-08-29 15:29:00,2013,8,15,3,San Francisco,San Francisco,Customer
6.933333333333334,2013-08-29 13:49:00,2013,8,13,3,San Francisco,San Francisco,Customer
6.966666666666667,2013-08-29 12:14:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
6.966666666666667,2013-08-29 12:55:00,2013,8,12,3,San Francisco,San Francisco,Customer
6.983333333333333,2013-08-29 13:11:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
6.983333333333333,2013-08-29 17:30:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
7.0,2013-08-29 15:19:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
7.016666666666667,2013-08-29 14:07:00,2013,8,14,3,San Francisco,San Francisco,Customer
7.033333333333333,2013-08-29 21:47:00,2013,8,21,3,San Francisco,San Francisco,Customer
7.05,2013-08-29 12:04:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
7.05,2013-08-29 19:14:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
7.05,2013-08-29 21:38:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
7.066666666666666,2013-08-29 17:42:00,2013,8,17,3,San Francisco,San Francisco,Customer
7.083333333333333,2013-08-29 13:09:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
7.083333333333333,2013-08-29 13:40:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
7.166666666666667,2013-08-29 12:00:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
7.166666666666667,2013-08-29 17:13:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
7.166666666666667,2013-08-29 20:05:00,2013,8,20,3,San Francisco,San Francisco,Subscriber
7.183333333333334,2013-08-29 13:05:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
7.216666666666667,2013-08-29 21:23:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
7.266666666666667,2013-08-29 16:01:00,2013,8,16,3,San Francisco,San Francisco,Customer
7.266666666666667,2013-08-29 18:26:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
7.266666666666667,2013-08-29 21:22:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
7.3,2013-08-29 17:13:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
7.333333333333333,2013-08-29 15:54:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
7.333333333333333,2013-08-29 20:13:00,2013,8,20,3,San Francisco,San Francisco,Customer
7.333333333333333,2013-08-29 21:44:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
7.35,2013-08-29 12:58:00,2013,8,12,3,San Francisco,San Francisco,Customer
7.416666666666667,2013-08-29 12:14:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
7.483333333333333,2013-08-29 20:13:00,2013,8,20,3,San Francisco,San Francisco,Subscriber
7.5,2013-08-29 17:53:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
7.5,2013-08-29 18:26:00,2013,8,18,3,San Francisco,San Francisco,Customer
7.566666666666666,2013-08-29 19:18:00,2013,8,19,3,San Jose,San Jose,Subscriber
7.566666666666666,2013-08-29 19:35:00,2013,8,19,3,San Jose,San Jose,Subscriber
7.583333333333333,2013-08-29 11:05:00,2013,8,11,3,San Francisco,San Francisco,Customer
7.65,2013-08-29 18:28:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
7.666666666666667,2013-08-29 12:02:00,2013,8,12,3,Palo Alto,Palo Alto,Subscriber
7.666666666666667,2013-08-29 13:16:00,2013,8,13,3,San Francisco,San Francisco,Customer
7.7,2013-08-29 12:36:00,2013,8,12,3,San Francisco,San Francisco,Customer
7.7,2013-08-29 13:44:00,2013,8,13,3,San Francisco,San Francisco,Customer
7.7,2013-08-29 17:01:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
7.733333333333333,2013-08-29 10:14:00,2013,8,10,3,San Francisco,San Francisco,Subscriber
7.733333333333333,2013-08-29 12:07:00,2013,8,12,3,San Francisco,San Francisco,Customer
7.766666666666667,2013-08-29 17:46:00,2013,8,17,3,San Francisco,San Francisco,Customer
7.85,2013-08-29 12:03:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
7.866666666666666,2013-08-29 17:59:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
7.9,2013-08-29 12:56:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
7.9,2013-08-29 18:58:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
7.916666666666667,2013-08-29 13:16:00,2013,8,13,3,San Francisco,San Francisco,Customer
7.916666666666667,2013-08-29 15:36:00,2013,8,15,3,San Francisco,San Francisco,Customer
7.916666666666667,2013-08-29 19:40:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
7.983333333333333,2013-08-29 17:12:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
8.016666666666667,2013-08-29 21:35:00,2013,8,21,3,San Francisco,San Francisco,Subscriber
8.033333333333333,2013-08-29 17:59:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
8.083333333333334,2013-08-29 12:42:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
8.1,2013-08-29 14:36:00,2013,8,14,3,San Francisco,San Francisco,Subscriber
8.1,2013-08-29 19:05:00,2013,8,19,3,San Francisco,San Francisco,Customer
8.15,2013-08-29 17:29:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
8.183333333333334,2013-08-29 15:54:00,2013,8,15,3,San Francisco,San Francisco,Customer
8.183333333333334,2013-08-29 21:47:00,2013,8,21,3,San Francisco,San Francisco,Customer
8.2,2013-08-29 17:11:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
8.283333333333333,2013-08-29 13:35:00,2013,8,13,3,San Francisco,San Francisco,Customer
8.333333333333334,2013-08-29 10:14:00,2013,8,10,3,San Francisco,San Francisco,Subscriber
8.416666666666666,2013-08-29 12:10:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
8.466666666666667,2013-08-29 12:04:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
8.466666666666667,2013-08-29 16:17:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
8.533333333333333,2013-08-29 12:46:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
8.583333333333334,2013-08-29 15:02:00,2013,8,15,3,San Francisco,San Francisco,Customer
8.65,2013-08-29 14:21:00,2013,8,14,3,San Francisco,San Francisco,Subscriber
8.666666666666666,2013-08-29 12:10:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
8.7,2013-08-29 16:17:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
8.716666666666667,2013-08-29 17:33:00,2013,8,17,3,San Jose,San Jose,Customer
8.783333333333333,2013-08-29 19:36:00,2013,8,19,3,San Francisco,San Francisco,Customer
8.833333333333334,2013-08-29 15:08:00,2013,8,15,3,San Francisco,San Francisco,Subscriber
8.85,2013-08-29 20:57:00,2013,8,20,3,San Francisco,San Francisco,Subscriber
8.9,2013-08-29 12:55:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
8.916666666666666,2013-08-29 18:56:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
8.95,2013-08-29 12:05:00,2013,8,12,3,San Jose,San Jose,Subscriber
8.95,2013-08-29 20:14:00,2013,8,20,3,San Francisco,San Francisco,Subscriber
8.966666666666667,2013-08-29 20:13:00,2013,8,20,3,San Francisco,San Francisco,Subscriber
9.0,2013-08-29 12:25:00,2013,8,12,3,San Francisco,San Francisco,Customer
9.0,2013-08-29 12:55:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
9.016666666666667,2013-08-29 20:29:00,2013,8,20,3,San Francisco,San Francisco,Subscriber
9.05,2013-08-29 17:45:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
9.083333333333334,2013-08-29 18:56:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
9.1,2013-08-29 18:26:00,2013,8,18,3,San Francisco,San Francisco,Customer
9.183333333333334,2013-08-29 17:03:00,2013,8,17,3,San Francisco,San Francisco,Customer
9.216666666666667,2013-08-29 16:01:00,2013,8,16,3,San Francisco,San Francisco,Customer
9.25,2013-08-29 20:25:00,2013,8,20,3,San Francisco,San Francisco,Customer
9.266666666666667,2013-08-29 12:45:00,2013,8,12,3,San Jose,San Jose,Subscriber
9.333333333333334,2013-08-29 17:09:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
9.333333333333334,2013-08-29 18:26:00,2013,8,18,3,San Francisco,San Francisco,Customer
9.35,2013-08-29 20:12:00,2013,8,20,3,San Francisco,San Francisco,Subscriber
9.383333333333333,2013-08-29 12:23:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
9.383333333333333,2013-08-29 13:58:00,2013,8,13,3,San Jose,San Jose,Subscriber
9.383333333333333,2013-08-29 15:33:00,2013,8,15,3,San Francisco,San Francisco,Customer
9.383333333333333,2013-08-29 17:16:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
9.433333333333334,2013-08-29 17:42:00,2013,8,17,3,San Francisco,San Francisco,Customer
9.45,2013-08-29 13:15:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
9.5,2013-08-29 18:02:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
9.516666666666667,2013-08-29 12:41:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
9.533333333333333,2013-08-29 11:54:00,2013,8,11,3,San Francisco,San Francisco,Customer
9.533333333333333,2013-08-29 11:56:00,2013,8,11,3,San Francisco,San Francisco,Subscriber
9.533333333333333,2013-08-29 17:27:00,2013,8,17,3,San Francisco,San Francisco,Customer
9.55,2013-08-29 22:06:00,2013,8,22,3,San Jose,San Jose,Subscriber
9.566666666666666,2013-08-29 10:19:00,2013,8,10,3,San Francisco,San Francisco,Customer
9.65,2013-08-29 12:24:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
9.65,2013-08-29 13:39:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
9.65,2013-08-29 17:45:00,2013,8,17,3,San Francisco,San Francisco,Customer
9.65,2013-08-29 19:48:00,2013,8,19,3,San Francisco,San Francisco,Subscriber
9.7,2013-08-29 18:55:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
9.75,2013-08-29 17:09:00,2013,8,17,3,San Francisco,San Francisco,Subscriber
9.75,2013-08-29 17:46:00,2013,8,17,3,San Francisco,San Francisco,Customer
9.783333333333333,2013-08-29 12:18:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
9.783333333333333,2013-08-29 22:06:00,2013,8,22,3,San Jose,San Jose,Subscriber
9.833333333333334,2013-08-29 18:55:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
9.85,2013-08-29 14:14:00,2013,8,14,3,San Francisco,San Francisco,Subscriber
9.966666666666667,2013-08-29 17:45:00,2013,8,17,3,San Francisco,San Francisco,Customer
10.016666666666667,2013-08-29 13:41:00,2013,8,13,3,San Francisco,San Francisco,Subscriber
10.016666666666667,2013-08-29 18:39:00,2013,8,18,3,San Francisco,San Francisco,Subscriber
10.1,2013-08-29 16:16:00,2013,8,16,3,San Francisco,San Francisco,Subscriber
10.116666666666667,2013-08-29 12:24:00,2013,8,12,3,San Francisco,San Francisco,Subscriber
